country,year,literacy_rate,gdp_pc,life_exp_yrs,youth_empl_rate,percent_forest_cover,hdi,pop_density
Qatar,2002,,111000,75.7,45.7,0.0,0.815,55.6
Qatar,2003,,108000,76.0,48.2,0.0,0.826,59.3
Qatar,2004,89.0,116000,76.4,49.2,0.0,0.83,65.4
Qatar,2005,,110000,76.9,51.1,0.0,0.835,74.5
Qatar,2006,,119000,77.4,55.2,0.0,0.83,87.0
Qatar,2007,93.1,119000,77.9,59.5,0.0,0.825,102.0
Qatar,2008,94.0,120000,78.4,62.5,0.0,0.828,120.0
Qatar,2009,94.7,117000,78.9,65.1,0.0,0.825,137.0
Qatar,2010,96.3,125000,79.5,67.0,0.0,0.8270000000000001,153.0
Qatar,2011,,129000,80.0,64.4,0.0,0.8370000000000001,168.0
Romania,1991,,10100,70.4,41.7,27.8,0.685,102.0
Romania,1992,96.7,9280,69.9,42.7,27.8,0.677,102.0
Romania,1993,,9440,69.7,42.5,27.8,0.677,101.0
Romania,1994,,9820,69.5,42.0,27.8,0.68,100.0
Romania,1995,,10500,69.4,42.4,27.8,0.6859999999999999,99.8
Romania,1996,,11000,69.2,39.9,27.7,0.6940000000000001,99.1
Romania,1997,,10500,69.4,39.0,27.7,0.695,98.3
Romania,1998,,10300,70.1,37.9,27.7,0.6970000000000001,97.6
Romania,1999,,10300,70.9,36.5,27.7,0.703,96.8
Romania,2000,,10500,71.2,35.2,27.7,0.708,96.1
Romania,2001,,11300,71.1,33.7,27.7,0.7140000000000001,95.5
Romania,2002,97.3,12100,71.3,29.5,27.7,0.722,95.0
Romania,2003,,12800,71.6,27.7,27.8,0.733,94.4
Romania,2004,,14000,72.1,28.1,27.8,0.745,93.8
Romania,2005,,14700,72.4,25.1,27.8,0.755,93.1
Romania,2006,,15900,72.8,24.2,27.9,0.7659999999999999,92.3
Romania,2007,,17300,73.2,24.3,28.0,0.78,91.4
Romania,2008,,19100,73.2,24.6,28.1,0.795,90.5
Romania,2009,,17900,73.3,24.2,28.2,0.797,89.6
Romania,2010,,17800,73.7,24.5,28.3,0.7979999999999999,88.8
Romania,2011,97.7,18100,74.5,23.6,28.6,0.797,88.2
Russia,1991,,19600,68.8,40.8,,0.7290000000000001,9.04
Russia,1992,,16700,67.8,46.3,49.4,0.718,9.06
Russia,1993,,15300,65.4,45.2,49.4,0.71,9.06
Russia,1994,,13400,64.1,42.9,49.4,0.701,9.06
Russia,1995,,12800,64.7,40.3,49.4,0.7,9.05
Russia,1996,,12400,65.9,37.6,49.4,0.701,9.04
Russia,1997,,12600,66.9,32.8,49.4,0.7040000000000001,9.02
Russia,1998,,11900,67.2,29.5,49.4,0.703,9.0
Russia,1999,,12700,66.1,33.0,49.4,0.7090000000000001,8.97
Russia,2000,,14100,65.6,34.6,49.4,0.72,8.94
Russia,2001,,14800,65.6,33.5,49.4,0.727,8.9
Russia,2002,99.4,15600,65.5,33.7,49.4,0.733,8.87
Russia,2003,,16800,65.5,32.3,49.4,0.741,8.83
Russia,2004,,18100,65.8,32.7,49.4,0.748,8.8
Russia,2005,,19300,65.9,33.1,49.4,0.754,8.77
Russia,2006,,21000,67.0,33.2,49.5,0.7609999999999999,8.75
Russia,2007,,22800,67.7,34.2,49.5,0.769,8.74
Russia,2008,,24000,68.0,36.4,49.6,0.7759999999999999,8.74
Russia,2009,,22100,68.9,34.7,49.7,0.773,8.74
Russia,2010,99.7,23100,69.2,34.5,49.8,0.785,8.74
Russia,2011,,24100,69.8,35.0,49.8,0.792,8.75
Rwanda,1991,57.9,865,48.5,86.9,13.0,0.22,286.0
Rwanda,1992,,964,47.9,85.7,13.1,0.20600000000000002,272.0
Rwanda,1993,,942,47.2,83.8,13.2,0.203,255.0
Rwanda,1994,,492,12.6,81.5,13.3,0.19399999999999998,243.0
Rwanda,1995,,674,44.6,79.4,13.4,0.23,240.0
Rwanda,1996,,736,45.9,78.9,13.5,0.259,248.0
Rwanda,1997,,786,45.3,79.0,13.6,0.285,264.0
Rwanda,1998,,790,46.6,79.7,13.7,0.3,286.0
Rwanda,1999,,766,48.0,80.4,13.8,0.318,308.0
Rwanda,2000,64.9,785,49.4,80.6,13.9,0.332,325.0
Rwanda,2001,,821,50.6,80.2,14.3,0.34299999999999997,338.0
Rwanda,2002,,907,52.5,79.4,14.6,0.359,346.0
Rwanda,2003,,912,54.1,78.2,14.9,0.371,352.0
Rwanda,2004,,964,55.9,77.1,15.3,0.38799999999999996,357.0
Rwanda,2005,,1030,57.7,76.4,15.6,0.40399999999999997,364.0
Rwanda,2006,,1100,59.5,76.0,16.1,0.424,373.0
Rwanda,2007,,1160,61.1,76.0,16.6,0.43799999999999994,383.0
Rwanda,2008,,1250,62.5,76.2,17.1,0.447,394.0
Rwanda,2009,,1300,63.3,76.2,17.6,0.45399999999999996,404.0
Rwanda,2010,65.8,1350,64.6,76.0,18.1,0.46399999999999997,415.0
Rwanda,2011,,1420,65.3,75.6,18.4,0.475,426.0
Samoa,1991,97.9,3540,69.0,26.2,47.4,0.601,58.0
Samoa,1992,,3500,69.3,26.3,48.8,0.604,58.5
Samoa,1993,,3610,69.5,25.9,50.3,0.61,59.1
Samoa,1994,,3480,69.6,25.9,51.7,0.612,59.6
Samoa,1995,,3690,69.7,25.0,53.2,0.619,60.1
Samoa,1996,,3920,69.9,24.4,54.6,0.626,60.5
Samoa,1997,,3930,70.1,24.3,56.1,0.629,60.8
Samoa,1998,,4000,70.3,23.9,57.5,0.635,61.1
Samoa,1999,,4070,70.3,23.5,59.0,0.64,61.4
Samoa,2000,,4330,70.5,22.5,60.4,0.645,61.7
Samoa,2001,,4600,70.6,21.6,60.4,0.653,62.0
Samoa,2002,,4770,70.8,21.8,60.4,0.659,62.4
Samoa,2003,,4960,70.9,21.8,60.4,0.665,62.8
Samoa,2004,98.5,5160,71.0,21.8,60.4,0.6709999999999999,63.2
Samoa,2005,,5340,71.2,21.6,60.4,0.677,63.6
Samoa,2006,,5410,71.3,21.9,60.4,0.682,64.0
Samoa,2007,,5710,71.3,20.9,60.4,0.688,64.4
Samoa,2008,,5730,71.4,20.2,60.4,0.691,64.9
Samoa,2009,,5410,69.4,20.0,60.4,0.69,65.3
Samoa,2010,,5400,71.5,19.4,60.4,0.693,65.8
Samoa,2011,98.8,5670,71.5,18.5,60.4,0.698,66.3
Sao Tome and Principe,1991,73.2,2070,63.4,34.3,58.3,0.457,121.0
Sao Tome and Principe,1992,,2050,63.5,33.3,58.3,0.46,124.0
Sao Tome and Principe,1993,,2030,63.5,32.0,58.3,0.46399999999999997,126.0
Sao Tome and Principe,1994,,2030,63.7,31.1,58.3,0.46799999999999997,129.0
Sao Tome and Principe,1995,,2040,63.8,30.7,58.3,0.47100000000000003,132.0
Sao Tome and Principe,1996,,2030,63.6,30.6,58.3,0.47600000000000003,134.0
Sao Tome and Principe,1997,,2010,63.7,31.1,58.3,0.479,137.0
Sao Tome and Principe,1998,,2010,63.8,31.8,58.3,0.483,139.0
Sao Tome and Principe,1999,,2030,64.2,32.3,58.3,0.488,142.0
Sao Tome and Principe,2000,,2000,64.6,32.3,58.3,0.49700000000000005,144.0
Sao Tome and Principe,2001,84.9,2020,65.0,31.2,58.3,0.501,148.0
Sao Tome and Principe,2002,,2020,65.3,29.3,58.3,0.504,151.0
Sao Tome and Principe,2003,,2100,65.8,28.9,58.3,0.509,155.0
Sao Tome and Principe,2004,,2130,66.0,28.3,58.3,0.514,158.0
Sao Tome and Principe,2005,,2230,66.1,27.8,58.3,0.521,162.0
Sao Tome and Principe,2006,,2370,66.8,27.7,57.8,0.527,166.0
Sao Tome and Principe,2007,,2400,67.3,28.4,57.3,0.531,170.0
Sao Tome and Principe,2008,69.5,2530,67.7,29.0,56.8,0.5329999999999999,174.0
Sao Tome and Principe,2009,,2530,68.4,29.7,56.3,0.542,178.0
Sao Tome and Principe,2010,,2640,68.9,30.2,55.8,0.546,182.0
Sao Tome and Principe,2011,,2700,69.3,30.3,55.8,0.5529999999999999,186.0
Saudi Arabia,1991,,47300,72.4,23.1,0.45,0.7070000000000001,7.85
Saudi Arabia,1992,70.8,47700,72.6,22.1,0.45,0.7120000000000001,8.08
Saudi Arabia,1993,,45800,72.7,20.1,0.45,0.715,8.31
Saudi Arabia,1994,,44900,72.8,18.3,0.45,0.718,8.52
Saudi Arabia,1995,,44000,72.9,16.7,0.45,0.722,8.72
Saudi Arabia,1996,,44200,72.9,16.3,0.45,0.727,8.9
Saudi Arabia,1997,,43800,72.8,15.9,0.45,0.731,9.07
Saudi Arabia,1998,,44300,72.8,15.6,0.45,0.736,9.25
Saudi Arabia,1999,,41700,72.8,15.0,0.45,0.737,9.44
Saudi Arabia,2000,79.3,43100,73.0,14.9,0.45,0.742,9.66
Saudi Arabia,2001,,41500,73.1,14.5,0.45,0.745,9.91
Saudi Arabia,2002,,39200,73.3,14.0,0.45,0.747,10.2
Saudi Arabia,2003,,42300,73.5,14.4,0.45,0.754,10.5
Saudi Arabia,2004,82.9,44400,73.6,14.0,0.45,0.7609999999999999,10.8
Saudi Arabia,2005,,45500,73.9,13.7,0.45,0.767,11.1
Saudi Arabia,2006,,45500,74.1,12.9,0.45,0.773,11.4
Saudi Arabia,2007,,45100,74.4,12.6,0.45,0.779,11.7
Saudi Arabia,2008,,46700,74.7,12.2,0.45,0.787,12.1
Saudi Arabia,2009,,44500,74.9,11.1,0.45,0.792,12.4
Saudi Arabia,2010,,45400,75.1,11.9,0.45,0.804,12.8
Saudi Arabia,2011,87.2,48500,75.3,12.9,0.45,0.818,13.1
Senegal,1991,,1830,57.9,42.4,48.3,0.366,40.5
Senegal,1992,,1800,57.9,42.1,48.1,0.36700000000000005,41.7
Senegal,1993,,1770,58.1,41.9,47.9,0.365,43.0
Senegal,1994,,1720,58.1,41.4,47.6,0.365,44.2
Senegal,1995,,1760,58.4,40.8,47.4,0.371,45.4
Senegal,1996,,1750,58.6,40.6,47.1,0.373,46.6
Senegal,1997,,1760,58.8,40.2,46.9,0.37200000000000005,47.8
Senegal,1998,,1820,59.0,39.6,46.7,0.376,48.9
Senegal,1999,,1890,59.1,39.1,46.5,0.37799999999999995,50.1
Senegal,2000,,1910,59.6,38.6,46.2,0.381,51.3
Senegal,2001,,1950,60.0,38.2,46.0,0.397,52.6
Senegal,2002,39.3,1910,60.2,37.8,45.8,0.401,54.0
Senegal,2003,,1980,61.0,36.8,45.5,0.408,55.4
Senegal,2004,,2050,61.4,35.8,45.3,0.415,56.9
Senegal,2005,,2100,61.7,34.9,45.0,0.42200000000000004,58.4
Senegal,2006,41.9,2100,62.1,34.2,44.8,0.425,60.0
Senegal,2007,,2140,62.7,34.6,44.6,0.435,61.7
Senegal,2008,,2160,63.2,35.1,44.4,0.444,63.4
Senegal,2009,49.7,2150,63.6,35.6,44.2,0.449,65.2
Senegal,2010,,2180,64.0,36.1,44.0,0.455,67.1
Senegal,2011,,2160,64.4,36.6,43.8,0.46299999999999997,69.1
Serbia,1991,,13700,71.7,32.8,,0.713,110.0
Serbia,1992,,9830,71.9,33.8,,0.7,111.0
Serbia,1993,,6830,72.3,33.4,,0.684,112.0
Serbia,1994,,7000,72.1,30.8,,0.688,113.0
Serbia,1995,,7390,70.7,30.9,,0.6940000000000001,113.0
Serbia,1996,,7580,71.9,30.9,,0.6970000000000001,113.0
Serbia,1997,,8150,72.0,29.6,,0.703,112.0
Serbia,1998,,8380,71.5,29.5,,0.7070000000000001,111.0
Serbia,1999,,7390,71.0,30.9,,0.7020000000000001,110.0
Serbia,2000,,7990,72.2,31.1,,0.7090000000000001,108.0
Serbia,2001,,8400,72.4,30.3,,0.715,108.0
Serbia,2002,,9000,72.5,28.5,,0.715,107.0
Serbia,2003,,9420,72.7,26.6,,0.72,106.0
Serbia,2004,,10300,72.9,22.6,,0.73,106.0
Serbia,2005,,10900,73.2,20.0,,0.7390000000000001,105.0
Serbia,2006,,11500,73.5,19.2,28.9,0.743,105.0
Serbia,2007,,12200,73.9,18.6,29.4,0.7490000000000001,104.0
Serbia,2008,,12900,74.2,21.0,29.9,0.754,104.0
Serbia,2009,,12600,74.5,17.2,30.5,0.755,104.0
Serbia,2010,,12700,74.7,15.4,31.0,0.757,103.0
Serbia,2011,98.0,13000,74.8,14.0,31.0,0.767,103.0
Sierra Leone,1991,,1270,50.4,39.3,42.9,0.267,60.1
Sierra Leone,1992,,1030,50.9,39.4,42.6,0.262,60.0
Sierra Leone,1993,,1050,51.1,39.3,42.4,0.265,59.7
Sierra Leone,1994,,1040,50.5,39.1,42.1,0.268,59.3
Sierra Leone,1995,,956,49.9,38.9,41.8,0.26899999999999996,59.2
Sierra Leone,1996,,971,51.3,39.0,41.6,0.275,59.3
Sierra Leone,1997,,909,50.8,38.8,41.3,0.27899999999999997,59.6
Sierra Leone,1998,,915,49.1,38.6,41.0,0.28600000000000003,60.3
Sierra Leone,1999,,880,49.1,38.4,40.8,0.292,61.5
Sierra Leone,2000,,913,50.9,38.4,40.5,0.302,63.2
Sierra Leone,2001,,816,51.3,38.6,40.2,0.306,65.7
Sierra Leone,2002,,985,51.4,38.7,39.9,0.322,68.7
Sierra Leone,2003,,1030,51.7,38.7,39.7,0.332,72.0
Sierra Leone,2004,34.8,1050,52.1,41.7,39.4,0.341,75.4
Sierra Leone,2005,,1050,52.5,40.0,39.1,0.348,78.4
Sierra Leone,2006,,1070,52.9,38.5,38.9,0.35700000000000004,81.0
Sierra Leone,2007,,1130,53.2,36.9,38.6,0.36700000000000005,83.3
Sierra Leone,2008,,1160,53.8,35.3,38.3,0.375,85.4
Sierra Leone,2009,,1180,54.3,33.8,38.0,0.384,87.4
Sierra Leone,2010,,1220,55.0,32.3,37.8,0.392,89.5
Sierra Leone,2011,43.3,1250,55.7,30.9,38.6,0.401,91.6
Singapore,1991,,35600,76.1,49.8,24.4,0.7290000000000001,4420.0
Singapore,1992,,37000,76.6,47.5,24.4,0.74,4560.0
Singapore,1993,,40200,76.9,46.4,24.4,0.7509999999999999,4700.0
Singapore,1994,,43300,77.2,45.6,24.4,0.763,4840.0
Singapore,1995,,44900,77.4,44.9,24.4,0.773,4970.0
Singapore,1996,,46400,77.7,43.1,24.4,0.7829999999999999,5090.0
Singapore,1997,,48600,78.2,43.8,24.4,0.795,5210.0
Singapore,1998,,45900,78.5,42.3,24.4,0.8009999999999999,5330.0
Singapore,1999,,48300,78.9,39.8,24.4,0.81,5450.0
Singapore,2000,92.5,51700,79.4,39.8,24.4,0.82,5590.0
Singapore,2001,,49800,79.8,39.1,24.4,0.818,5740.0
Singapore,2002,,51500,80.1,34.2,24.2,0.8190000000000001,5900.0
Singapore,2003,,54600,80.4,35.2,23.8,0.82,6070.0
Singapore,2004,,59000,80.7,34.9,23.7,0.821,6240.0
Singapore,2005,,62000,80.9,34.9,23.7,0.8390000000000001,6420.0
Singapore,2006,,65400,81.1,35.9,23.6,0.873,6590.0
Singapore,2007,,68400,81.6,36.1,23.5,0.88,6760.0
Singapore,2008,,66000,82.1,35.7,23.4,0.887,6930.0
Singapore,2009,,63700,82.4,33.4,23.4,0.889,7090.0
Singapore,2010,95.9,72100,82.7,36.9,23.3,0.9109999999999999,7250.0
Singapore,2011,,75000,82.9,34.4,23.2,0.917,7390.0
Slovenia,1991,99.5,17600,73.5,37.3,,0.764,99.7
Slovenia,1992,,16500,73.7,36.0,59.4,0.7659999999999999,99.6
Slovenia,1993,,16900,73.7,32.7,59.7,0.768,99.3
Slovenia,1994,,17800,74.0,35.2,59.9,0.775,99.1
Slovenia,1995,,18400,74.5,35.6,60.1,0.782,98.9
Slovenia,1996,,19100,74.8,36.0,60.3,0.7879999999999999,98.8
Slovenia,1997,,20100,75.0,37.7,60.5,0.7959999999999999,98.7
Slovenia,1998,,20800,75.2,35.6,60.8,0.805,98.7
Slovenia,1999,,21900,75.5,32.7,61.0,0.818,98.7
Slovenia,2000,,22700,75.9,31.3,61.2,0.8240000000000001,98.7
Slovenia,2001,,23400,76.2,30.1,61.3,0.835,98.7
Slovenia,2002,,24200,76.5,30.7,61.4,0.843,98.7
Slovenia,2003,,24900,76.7,28.0,61.5,0.85,98.8
Slovenia,2004,99.7,26000,77.1,33.6,61.6,0.853,98.9
Slovenia,2005,,27000,77.5,34.1,61.7,0.858,99.1
Slovenia,2006,,28400,77.9,35.1,61.8,0.865,99.5
Slovenia,2007,,30200,78.2,37.7,61.8,0.8690000000000001,100.0
Slovenia,2008,,31100,78.7,38.0,61.8,0.873,101.0
Slovenia,2009,,28500,79.1,34.9,61.9,0.872,101.0
Slovenia,2010,,28700,79.5,33.7,61.9,0.8759999999999999,102.0
Slovenia,2011,99.7,28800,79.8,31.1,61.9,0.877,102.0
South Africa,1991,,9560,64.7,22.9,7.62,0.629,31.7
South Africa,1992,,9130,64.5,22.4,7.62,0.638,32.4
South Africa,1993,,9010,65.0,21.9,7.62,0.645,33.2
South Africa,1994,,9090,64.6,21.3,7.62,0.652,34.0
South Africa,1995,,9180,64.3,22.7,7.62,0.653,34.7
South Africa,1996,82.4,9400,62.9,19.6,7.62,0.6509999999999999,35.4
South Africa,1997,,9480,61.0,17.9,7.62,0.647,36.0
South Africa,1998,,9390,59.4,16.1,7.62,0.6409999999999999,36.6
South Africa,1999,,9470,57.6,15.4,7.62,0.635,37.1
South Africa,2000,,9720,55.4,16.3,7.62,0.629,37.7
South Africa,2001,,9890,54.3,14.9,7.62,0.62,38.2
South Africa,2002,,10100,53.1,13.8,7.62,0.613,38.8
South Africa,2003,,10300,52.1,12.9,7.62,0.611,39.3
South Africa,2004,,10600,51.4,14.2,7.62,0.609,39.8
South Africa,2005,,11100,51.1,15.3,7.62,0.609,40.2
South Africa,2006,,11500,51.0,16.0,7.62,0.612,40.7
South Africa,2007,88.7,12000,51.4,16.3,7.62,0.616,41.1
South Africa,2008,,12200,52.1,17.1,7.62,0.622,41.6
South Africa,2009,,11800,53.1,14.9,7.62,0.63,42.0
South Africa,2010,,12000,54.3,13.1,7.62,0.638,42.5
South Africa,2011,93.0,12200,55.8,13.0,7.62,0.644,43.1
Spain,1991,96.5,24300,77.3,31.6,28.3,0.764,79.0
Spain,1992,,24400,77.5,29.9,28.9,0.772,79.2
Spain,1993,,24000,77.7,25.0,29.6,0.7829999999999999,79.5
Spain,1994,,24500,77.9,23.9,30.2,0.792,79.7
Spain,1995,,25100,78.2,24.2,30.8,0.8009999999999999,80.0
Spain,1996,,25600,78.4,23.6,31.5,0.8059999999999999,80.2
Spain,1997,,26400,78.7,24.9,32.1,0.81,80.5
Spain,1998,,27500,78.9,26.6,32.7,0.815,80.8
Spain,1999,,28600,79.1,30.0,33.4,0.82,81.3
Spain,2000,,30000,79.4,32.4,34.0,0.825,82.0
Spain,2001,,31000,79.7,33.7,34.2,0.828,83.0
Spain,2002,,31400,79.8,34.2,34.3,0.83,84.2
Spain,2003,,31800,80.0,34.4,34.4,0.833,85.5
Spain,2004,,32300,80.2,34.7,34.5,0.8370000000000001,86.9
Spain,2005,97.8,32900,80.5,38.3,34.6,0.8440000000000001,88.3
Spain,2006,,33700,80.8,39.4,35.0,0.8490000000000001,89.7
Spain,2007,97.9,34300,81.0,39.1,35.4,0.8540000000000001,91.0
Spain,2008,97.6,34200,81.3,35.9,35.8,0.858,92.2
Spain,2009,97.7,32700,81.7,27.9,36.2,0.86,93.2
Spain,2010,97.8,32500,81.9,24.8,36.5,0.867,93.8
Spain,2011,,32100,82.2,21.8,36.6,0.871,94.0
Sri Lanka,1991,,3780,71.6,29.6,36.3,0.631,280.0
Sri Lanka,1992,,3900,72.2,29.0,36.1,0.636,283.0
Sri Lanka,1993,,4120,72.9,30.4,36.0,0.638,286.0
Sri Lanka,1994,,4310,73.0,31.7,35.8,0.6459999999999999,289.0
Sri Lanka,1995,,4510,72.2,28.2,35.7,0.6509999999999999,291.0
Sri Lanka,1996,,4640,72.1,30.0,35.5,0.655,293.0
Sri Lanka,1997,,4910,72.1,30.7,35.4,0.662,295.0
Sri Lanka,1998,,5110,72.2,36.9,35.3,0.669,296.0
Sri Lanka,1999,,5300,72.7,35.1,35.1,0.677,298.0
Sri Lanka,2000,,5580,72.8,33.5,35.0,0.6859999999999999,300.0
Sri Lanka,2001,90.7,5450,73.3,32.8,34.7,0.6990000000000001,302.0
Sri Lanka,2002,,5630,73.5,31.2,34.5,0.6970000000000001,304.0
Sri Lanka,2003,,5920,74.1,31.4,34.3,0.705,306.0
Sri Lanka,2004,,6190,69.6,30.9,34.0,0.7120000000000001,309.0
Sri Lanka,2005,,6530,74.1,30.9,33.8,0.718,311.0
Sri Lanka,2006,90.8,6970,74.4,32.7,33.7,0.725,314.0
Sri Lanka,2007,,7390,74.7,32.4,33.7,0.731,316.0
Sri Lanka,2008,90.6,7770,74.0,32.8,33.6,0.735,318.0
Sri Lanka,2009,,7990,73.9,31.2,33.6,0.7390000000000001,320.0
Sri Lanka,2010,91.2,8560,74.4,29.8,33.5,0.746,322.0
Sri Lanka,2011,,9210,76.0,29.5,33.4,0.752,324.0
Sudan,1991,,1830,59.1,25.6,12.9,0.337,11.8
Sudan,1992,,1900,59.3,25.3,12.8,0.345,12.3
Sudan,1993,,1930,59.8,25.5,12.7,0.35200000000000004,12.8
Sudan,1994,,1900,60.1,25.4,12.6,0.358,13.2
Sudan,1995,,1960,60.4,25.4,12.6,0.365,13.7
Sudan,1996,,2020,60.7,25.5,12.5,0.373,14.0
Sudan,1997,,2170,61.1,25.2,12.4,0.382,14.4
Sudan,1998,,2210,61.5,25.0,12.3,0.38799999999999996,14.7
Sudan,1999,,2210,61.9,24.7,12.3,0.39399999999999996,15.1
Sudan,2000,61.4,2290,62.6,24.6,12.2,0.39899999999999997,15.4
Sudan,2001,,2370,63.2,24.4,12.1,0.40299999999999997,15.8
Sudan,2002,,2450,63.7,24.1,12.1,0.409,16.2
Sudan,2003,,2570,63.8,23.9,12.0,0.415,16.7
Sudan,2004,,2590,64.1,23.6,11.9,0.423,17.1
Sudan,2005,,2710,64.9,23.4,11.8,0.43,17.5
Sudan,2006,,2910,65.2,23.1,11.8,0.44,17.9
Sudan,2007,,3160,65.6,22.8,11.7,0.444,18.3
Sudan,2008,,3320,65.9,22.5,11.6,0.456,18.7
Sudan,2009,,3340,66.1,22.1,11.5,0.461,19.1
Sudan,2010,,3370,66.3,22.1,11.5,0.46299999999999997,19.5
Sudan,2011,71.9,3630,66.5,21.6,,0.46799999999999997,19.9
Suriname,1991,,10600,70.3,14.2,98.9,,2.66
Suriname,1992,,10400,70.1,17.0,98.9,,2.71
Suriname,1993,,9510,69.9,19.0,98.8,,2.76
Suriname,1994,,9660,70.0,21.1,98.8,,2.8
Suriname,1995,,9620,70.3,21.8,98.8,,2.84
Suriname,1996,,9600,70.4,22.1,98.8,,2.88
Suriname,1997,,10000,70.4,21.2,98.7,,2.92
Suriname,1998,,10100,70.2,21.5,98.7,,2.96
Suriname,1999,,9850,69.9,18.4,98.7,,2.99
Suriname,2000,,9730,69.7,18.9,98.7,,3.03
Suriname,2001,,10100,69.4,19.9,98.6,,3.06
Suriname,2002,,10400,69.3,19.9,98.6,,3.1
Suriname,2003,,10900,69.3,20.5,98.6,,3.13
Suriname,2004,89.6,11800,69.3,20.5,98.6,0.672,3.16
Suriname,2005,,12200,69.5,20.3,98.5,0.6779999999999999,3.2
Suriname,2006,,12500,69.6,20.5,98.5,0.684,3.23
Suriname,2007,,13000,69.7,20.5,98.5,0.691,3.27
Suriname,2008,94.6,13400,69.8,20.5,98.5,0.696,3.3
Suriname,2009,,13700,70.2,20.5,98.4,0.7,3.34
Suriname,2010,94.7,14200,70.3,21.3,98.4,0.7040000000000001,3.37
Suriname,2011,,14900,70.5,21.6,98.4,0.708,3.41
Swaziland,1991,,5320,62.3,31.0,27.7,0.55,51.5
Swaziland,1992,,5370,62.3,31.0,28.0,0.551,52.7
Swaziland,1993,,5430,62.3,30.9,28.2,0.5489999999999999,53.7
Swaziland,1994,,5460,61.3,30.6,28.5,0.544,54.8
Swaziland,1995,,5610,59.4,30.2,28.8,0.5429999999999999,55.9
Swaziland,1996,,5700,57.0,29.6,29.1,0.539,57.1
Swaziland,1997,,5740,55.0,28.5,29.3,0.5329999999999999,58.4
Swaziland,1998,,5770,52.4,27.9,29.6,0.523,59.7
Swaziland,1999,,5830,50.0,27.3,29.9,0.516,60.8
Swaziland,2000,81.7,5840,47.5,26.6,30.1,0.506,61.7
Swaziland,2001,,5840,45.5,26.2,30.4,0.502,62.4
Swaziland,2002,,6050,44.2,25.8,30.6,0.493,62.8
Swaziland,2003,,6250,43.3,25.4,30.9,0.49200000000000005,63.2
Swaziland,2004,,6430,42.6,25.1,31.2,0.495,63.7
Swaziland,2005,,6750,42.3,24.9,31.4,0.502,64.3
Swaziland,2006,,7060,43.0,24.5,31.7,0.508,65.1
Swaziland,2007,,7250,43.8,19.4,32.0,0.514,66.2
Swaziland,2008,,7180,44.5,19.2,32.2,0.519,67.4
Swaziland,2009,,7160,45.6,18.9,32.5,0.523,68.6
Swaziland,2010,,7300,47.0,18.7,32.7,0.526,69.9
Swaziland,2011,87.8,7320,48.9,18.6,33.0,0.534,71.2
Syria,1991,,3990,71.2,44.4,2.06,0.56,69.8
Syria,1992,,4400,71.6,42.9,2.09,0.5660000000000001,71.8
Syria,1993,,4500,71.8,42.0,2.12,0.569,73.9
Syria,1994,,4690,71.9,41.5,2.15,0.574,76.0
Syria,1995,,4890,72.1,41.4,2.19,0.5770000000000001,78.1
Syria,1996,,5250,72.3,40.1,2.22,0.581,80.4
Syria,1997,,5390,72.5,38.8,2.25,0.586,82.7
Syria,1998,,5620,72.7,37.8,2.29,0.589,85.0
Syria,1999,,5290,73.0,36.6,2.32,0.588,87.2
Syria,2000,,5190,73.3,34.0,2.35,0.589,89.4
Syria,2001,,5230,73.7,31.9,2.38,0.596,91.3
Syria,2002,82.9,5470,74.0,29.6,2.41,0.599,93.1
Syria,2003,,5340,74.3,33.0,2.45,0.61,94.8
Syria,2004,80.8,5550,74.6,30.8,2.48,0.624,97.0
Syria,2005,,5740,74.9,29.3,2.51,0.636,99.6
Syria,2006,,5890,75.1,28.2,2.54,0.644,103.0
Syria,2007,,6090,75.3,27.1,2.58,0.6509999999999999,107.0
Syria,2008,,6250,75.5,25.3,2.61,0.648,111.0
Syria,2009,,6500,75.8,25.2,2.64,0.65,113.0
Syria,2010,,6600,76.2,23.8,2.67,0.6459999999999999,114.0
Syria,2011,84.1,6360,75.0,19.2,2.67,0.645,114.0
Tajikistan,1991,,3310,65.0,35.9,,0.611,38.6
Tajikistan,1992,,2310,62.4,37.0,2.92,0.589,39.3
Tajikistan,1993,,1900,64.1,36.9,2.92,0.5710000000000001,40.0
Tajikistan,1994,,1470,63.9,36.2,2.92,0.5489999999999999,40.6
Tajikistan,1995,,1270,63.9,35.8,2.92,0.539,41.2
Tajikistan,1996,,1040,63.0,33.0,2.92,0.522,41.8
Tajikistan,1997,,1050,64.3,32.5,2.93,0.526,42.4
Tajikistan,1998,,1090,64.4,32.8,2.93,0.528,43.0
Tajikistan,1999,,1110,64.9,32.0,2.93,0.529,43.7
Tajikistan,2000,99.5,1180,65.2,32.5,2.93,0.535,44.4
Tajikistan,2001,,1280,65.5,32.8,2.93,0.5429999999999999,45.2
Tajikistan,2002,,1390,65.9,32.3,2.93,0.5529999999999999,46.1
Tajikistan,2003,,1510,66.3,32.5,2.93,0.563,47.0
Tajikistan,2004,,1630,66.8,32.4,2.93,0.5720000000000001,48.0
Tajikistan,2005,,1710,67.3,33.2,2.93,0.579,49.0
Tajikistan,2006,,1790,68.0,33.9,2.93,0.586,50.0
Tajikistan,2007,,1890,68.5,34.4,2.93,0.5920000000000001,51.1
Tajikistan,2008,,1990,68.8,35.2,2.93,0.601,52.2
